0,1
A14_B002073,0
A10_1001000329,0
A15_B003527,0
B10_1001000412,0
A12_B003048,0
A12_B003643,0
A10_B003777,0
A7_B000862,0
A19_B001016,0
A8_B003071,0
A12_1001000407,0
A20_B000887,0
A20_B001474,0
A1_B000419,0
A14_B003126,0
A9_B002074,0
A20_B002073,0
A10_B003775,0
A1_B000280,0
A18_B003048,0
A13_B003528,0
A6_B003776,0
A40_1001000000,0
A8_1001000299,0
A4_B001607,0
A12_B000863,0
A21_1001000407,0
A7_B003048,0
A17_B003654,0
A10_1001000296,0
A3_B003129,0
A21_B001556,0
A5_B003775,0
A9_B001008,0
A12_B001608,0
B10_1001000296,0
A9_B001016,0
A7_1001000296,0
A2_B001470,0
A74_1001000000,0
A5_B000862,0
A21_B000861,0
A17_1001000339,0
A20_B003129,0
A11_1001000318,0
A18_B003093,0
A4_B003523,0
A17_B002097,0
A21_B002571,0
A5_B003527,0
A5_B001474,0
A21_B003048,0
A7_1001000412,0
A10_1001000297,0
A17_B001543,0
A19_B002573,0
A21_B003112,0
A22_B001474,0
A22_B003646,0
A18_B003112,0
A15_B003528,0
A11_B003920,0
A16_B001475,0
A3_B003646,0
A20_B003659,0
A8_B002571,0
A14_B001016,0
A20_B003648,0
B10_B003191,0
A20_B000863,0
A22_B002573,0
A7_B003518,0
A3_B001016,0
A19_B001464,0
A17_B003071,0
A13_B000862,0
A13_B003112,0
A18_B003518,0
A14_B003528,0
B10_B003048,0
A19_B003527,0
A19_B003116,0
A21_B003777,0
A20_B003642,0
A5_1001000299,0
A11_B003187,0
A16_B001556,0
A13_B000420,0
A9_1001000297,0
A1_B000420,0
A3_1001000315,0
A22_B003642,0
A5_B003654,0
A14_1001000407,0
A18_B003527,0
A9_B003577,0
A9_B000420,0
A7_B002571,0
A4_B003070,0
A15_B003097,0
A27_1001000000,0
A6_B003648,0
A22_1001000410,0
A14_B003776,0
A20_B000420,0
A10_B000863,0
A61_1001000000,0
A17_B003132,0
A19_B003115,0
A1_B003528,0
A15_B003523,0
A5_B001608,0
A13_B003777,0
A12_B001008,0
A15_B003132,0
A9_B003643,0
A9_B002078,0
A2_B003115,0
A15_B000863,0
A14_B003518,0
A17_B001545,0
A4_B003656,0
A65_1001000000,0
A10_B003115,0
A3_B003777,0
A28_1001000000,0
A18_B000860,0
B10_B001008,0
A16_B003527,0
A16_1001000412,0
A4_B003643,0
A1_B001543,0
B10_B002078,0
A19_1001000378,0
A2_B003067,0
A22_B000274,0
A15_B003116,0
A6_1001000299,0
A9_B001621,0
A20_B003187,0
A16_B003121,0
A13_B003046,0
A16_B003048,0
A15_1001000407,0
A1_B003121,0
A4_B003777,0
A10_B003518,0
A21_B002074,0
A14_B002078,0
A11_B003528,0
A3_B002078,0
A8_B000420,0
A20_B003528,0
A21_B001008,0
A14_1001000339,0
A18_B000863,0
A22_1001000378,0
A10_B002572,0
A15_B003112,0
A7_B003191,0
B10_1001000299,0
A8_B003577,0
A23_1001000000,0
A9_B003777,0
A4_B003120,0
A17_1001000408,0
A11_B000420,0
A5_B001800,0
A9_B003588,0
A9_B000861,0
A16_1001000409,0
A21_B003642,0
B10_1001000409,0
A21_B001608,0
A21_B003093,0
A14_B003187,0
A21_B003049,0
A15_1001000000,0
A4_1001000297,0
A3_B003187,0
A19_B003120,0
A16_B003117,0
A10_B003187,0
A16_B003112,0
A34_1001000000,0
A24_1001000000,0
A11_B003588,0
A3_1001000376,0
B10_B003528,0
A10_B002078,0
A17_1001000000,0
A12_B000883,0
A17_B002573,0
A15_B003117,0
A22_B003518,0
A13_B003776,0
A7_10001000325,1
A22_B003777,0
A8_B003648,0
B10_B001556,0
A18_1001000407,0
A2_B003070,0
A16_B003894,0
A6_B000862,0
A11_B003523,0
A18_B000862,0
A6_B003527,0
A22_B003191,0
A5_B002097,0
A14_B003067,0
A8_B003187,0
A20_B001543,0
A10_B001474,0
